id,drone_lat_deg,drone_lon_deg,drone_alt_m,heading_deg
1046,49.28227110034157,-123.12035655737901,3.000173155218363,359.57559458063855
1090,49.282066076828606,-123.1199649306269,3.0003538066521287,90.0
1168,49.28219207112293,-123.12060007736919,3.000073639675975,270.0
1388,49.281985047068574,-123.12042222211915,3.0001132814213634,180.68206039317272
1472,49.2818982575081,-123.12030582022227,3.0001804009079933,180.65106038022952
1510,49.28234759626865,-123.12039419413766,3.000194820575416,271.68468431789614
