id,label,p1_px_x,p1_px_y,p2_px_x,p2_px_y,mid_px_x,mid_px_y,drone_px_x,drone_px_y,side_sign,window_width_px,window_width_m,standoff_m,mid_east_m,mid_north_m,drone_east_m,drone_north_m,height_m,heading_deg_cw_from_north,notes
1,W1,337.47749880778724,327.1775831752292,389.24678793129476,327.42177793524576,363.362143369541,327.2996805552375,363.53656819812426,290.3216168955893,-1,51.769865051341725,6.128204858871206,4.377289184908006,39.962482206639336,10.133771536875319,39.983129567434496,14.511012025448546,3.0,180.27026110649416,
2,W2,231.11534094974803,317.30958412486603,281.95225008046515,317.08758888848735,256.5337955151066,317.1985865066767,256.3752274891218,280.8865085561645,-1,50.837393834162704,6.017824531663343,4.298446094045246,27.316785723994915,11.32947822003773,27.298015395999315,15.627883331029452,3.0,179.7498016798024,
3,W3,119.62663235797646,420.4651400903253,170.46354148869355,420.4651400903253,145.04508692333502,420.4651400903253,145.04508692333502,384.1530621398131,-1,50.83690913071709,6.017767155388408,4.298405110991721,14.119423802657177,-0.8945945064913846,14.119423802657177,3.403810604500337,3.0,180.0,
4,W4,18.730097864228693,205.33448529638835,18.286107391471337,244.40564689903553,18.508102627850015,224.87006609771194,46.416075201169434,225.18720214968147,-1,39.073684194353504,4.625307427329875,3.30379101952134,-0.8592623735086108,22.25877244982717,2.444315353716466,22.221231793835976,3.0,270.65106038022947,
5,W5,57.6038555197364,14.097035356816889,134.85819777951596,13.87504012043821,96.23102664962619,13.98603773862755,96.38959467561095,69.16771078132724,1,77.25466121779408,9.144941555783804,6.532101111274147,8.341109313061624,47.22195375166795,8.359879641057221,40.68987960920019,3.0,359.83535740859253,
6,W6,17.512377857747342,22.945846980266854,18.04960632978374,44.70360009774096,17.78099209376554,33.824723539003905,33.32224432053276,33.440988916120766,-1,21.764384557164046,2.576336775482814,1.840240553916296,-0.9453333397646341,44.87356959816638,0.8943465070838268,44.918993791915725,3.0,268.58557678859773,
7,W7,416.24321450999076,23.03978019383758,416.1179039864589,46.34753757076892,416.1805592482248,34.693658882303254,399.5321611218453,34.604151365494765,1,23.308094230743215,2.759071830189493,1.9707655929924957,46.214808197920654,44.77071026508582,44.24407108687507,44.781305625897886,3.0,90.30803885739972,
